OPS-code;Text;Weitere_Texte_OPS;wann_gueltig;Mapping_moeglich;Kombiprodukt;Substanzangabe_aus_OPS-Code;Bemerkung_LOESCHEN;1Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_UNII-number;2Substanz_allg_ASK-Nr;2Substanz_allg_CAS-Nummer;3Substanz_allg_engl_INN_oder_sonst;3Substanz_allg_UNII-number;3Substanz_allg_ASK-Nr;3Substanz_allg_CAS-Nummer;4Substanz_allg_engl_INN_oder_sonst;4Substanz_allg_UNII-number;4Substanz_allg_ASK-Nr;4Substanz_allg_CAS-Nummer;Substanzname_ATC;ATC-Code;ATC-Code2;ATC-Code3;ATC-Code4;ATC-Code5;Einheit_Wert_min;Einheit_Wert_max;UCUM-Code;UCUM-Description;Kommentar SZ;Routes and Methods of Administration - Concept Code;Routes and Methods of Administration - Term;Administration Method - ID;Administration Method - Name;Code Intended Site (EDQM);Intended Site (EDQM);2_Routes and Methods of Administration - Concept Code;2_Routes and Methods of Administration - Term;2_Administration Method - ID;2_Administration Method - Name;2_Code Intended Site (EDQM);2_Intended Site (EDQM);EU-Zulassung? ;Strenght;Pharmaceutical Form;Packaging;Handelsname-Beispiel (Invented name)
6-004.au;Parenterale Applikation von 20,00 mg bis unter 24,00 mg Trabectedin;;gleich 2019 bis 2020;;;Trabectedin;eindeutig;trabectedin;;;;;;;;;;;;;Trabectedin;L01CX01;;;;;20;24;mg;milligram;;;;;;;;;;;;;;;;;;
6-004.av;Parenterale Applikation von 24,00 mg oder mehr Trabectedin;;gleich 2019 bis 2020;;;Trabectedin;eindeutig;trabectedin;;;;;;;;;;;;;Trabectedin;L01CX01;;;;;24;;mg;milligram;;;;;;;;;;;;;;;;;;
6-004.b;Parenterale Applikation von Treprostinil;;gleich 2009 bis 2020;;;Treprostinil;eindeutig;treprostinil;;;;;;;;;;;;;Treprostinil;B01AC21;;;;;;;;;;20066000;Subcutaneous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national (z.B. DE);;Solution for infusion;;Treprostinil beta, mit Treprostinil sodium als Remodulin
6-004.c;Parenterale Applikation von Rasburicase;;gleich 2009 bis 2020;;;Rasburicase;eindeutig;rasburicase;;;;;;;;;;;;;Rasburicase;V03AF07;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.d;Parenterale Applikation von Levosimendan;;gleich 2009 bis 2020;;;Levosimendan;eindeutig;levosimendan;;;;;;;;;;;;;Levosimendan;C01CX08;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;nein, national (unklar, ob auch in Deutschland;;Konzentrat zur Herstellung einer Infusionslösung;;Simdax
6-004.e0;Parenterale Applikation von 10,0 mg bis unter 17,5 mg Temsirolimus bei Patienten unter 15 Jahren;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;10;17,5;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e1;Parenterale Applikation von 17,5 mg bis unter 25,0 mg Temsirolimus bei Patienten unter 15 Jahren;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;17,5;25;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e2;Parenterale Applikation von 25,0 mg bis unter 50,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;25;50;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e3;Parenterale Applikation von 50,0 mg bis unter 75,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;50;75;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e4;Parenterale Applikation von 75,0 mg bis unter 100,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;75;100;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e5;Parenterale Applikation von 100,0 mg bis unter 150,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;100;150;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e6;Parenterale Applikation von 150,0 mg bis unter 200,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;150;200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e7;Parenterale Applikation von 200,0 mg bis unter 250,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;200;250;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e8;Parenterale Applikation von 250,0 mg bis unter 325,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;250;325;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.e9;Parenterale Applikation von 325,0 mg bis unter 400,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;325;400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.ea;Parenterale Applikation von 400,0 mg bis unter 475,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;400;475;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.eb;Parenterale Applikation von 475,0 mg bis unter 550,0 mg Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;475;550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-004.ec;Parenterale Applikation von 550,0 mg oder mehr Temsirolimus;;gleich 2011 bis 2020;;;Temsirolimus;eindeutig;temsirolimus;;;;;;;;;;;;;Temsirolimus;L01XE09;;;;;550;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.0;Parenterale Applikation von Azacytidin;;2010;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;3000;;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.00;Parenterale Applikation von 150 mg bis unter 225 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;150;225;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.01;Parenterale Applikation von 225 mg bis unter 300 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;225;300;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.02;Parenterale Applikation von 300 mg bis unter 375 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;300;375;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.03;Parenterale Applikation von 375 mg bis unter 450 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;375;450;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.04;Parenterale Applikation von 450 mg bis unter 600 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;450;600;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.05;Parenterale Applikation von 600 mg bis unter 750 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;600;750;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.06;Parenterale Applikation von 750 mg bis unter 900 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;750;900;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.07;Parenterale Applikation von 900 mg bis unter 1.200 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;900;1200;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.08;Parenterale Applikation von 1.200 mg bis unter 1.500 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;1200;1500;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.09;Parenterale Applikation von 1.500 mg bis unter 1.800 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;1500;1800;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.0a;Parenterale Applikation von 1.800 mg bis unter 2.100 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;1800;2100;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.0b;Parenterale Applikation von 2.100 mg bis unter 2.400 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;2100;2400;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.0c;Parenterale Applikation von 2.400 mg bis unter 2.700 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;2400;2700;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.0d;Parenterale Applikation von 2.700 mg bis unter 3.000 mg Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;2700;3000;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.0e;Parenterale Applikation von 3.000 mg oder mehr Azacytidin;;gleich 2011 bis 2020;;;Azacytidin;eindeutig;azacitidine;;;;;;;;;;;;;Azacitidin;L01BC07;;;;;3000;;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;powder for suspension for injection;;Vidaza
6-005.1;Parenterale Applikation von Catumaxomab;;gleich 2010 bis 2011;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;;;;;;;;;;;;;;;;;;;;;;
6-005.10;Parenterale Applikation von 10 Âµg bis unter 20 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;10;20;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.11;Parenterale Applikation von 20 Âµg bis unter 30 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;20;30;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.12;Parenterale Applikation von 30 Âµg bis unter 40 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;30;40;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.13;Parenterale Applikation von 40 Âµg bis unter 50 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;40;50;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.14;Parenterale Applikation von 50 Âµg bis unter 70 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;50;70;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.15;Parenterale Applikation von 70 Âµg bis unter 90 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;70;90;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.16;Parenterale Applikation von 90 Âµg bis unter 110 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;90;110;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.17;Parenterale Applikation von 110 Âµg bis unter 130 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;110;130;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.18;Parenterale Applikation von 130 Âµg bis unter 150 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;130;150;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.19;Parenterale Applikation von 150 Âµg bis unter 170 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;150;170;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1a;Parenterale Applikation von 170 Âµg bis unter 190 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;170;190;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1b;Parenterale Applikation von 190 Âµg bis unter 210 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;190;210;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1c;Parenterale Applikation von 210 Âµg bis unter 230 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;210;230;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1d;Parenterale Applikation von 230 Âµg bis unter 345 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;230;345;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1e;Parenterale Applikation von 345 Âµg bis unter 460 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;345;460;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1f;Parenterale Applikation von 460 Âµg bis unter 575 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;460;575;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1g;Parenterale Applikation von 575 Âµg bis unter 690 Âµg Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;575;690;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.1h;Parenterale Applikation von 690 Âµg und mehr Catumaxomab;;gleich 2012 bis 2017;;;;;catumaxomab;;;;;;;;;;;;;Catumaxomab;L01XC09;;;;;690;;ug;microgram;;;;;;;;;;;;;;;;;;
6-005.2;Parenterale Applikation von Golimumab;;gleich 2010 bis 2020;;;Golimumab;eindeutig;golimumab;;;;;;;;;;;;;Golimumab;L04AB06;;;;;;;;;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection in pre-filled pen ODER Solution for injection in pre-filled syringe;;Simponi
6-005.3;Parenterale Applikation von Tocilizumab;;gleich 2010 bis 2011;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;;;;;;;;;;;;;;;;;;;;;;
6-005.30;Parenterale Applikation von 80 mg bis unter 200 mg Tocilizumab bei Patienten unter 15 Jahren;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;80;200;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.31;Parenterale Applikation von 200 mg bis unter 320 mg Tocilizumab bei Patienten unter 15 Jahren;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;200;320;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.32;Parenterale Applikation von 320 mg bis unter 480 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;320;480;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.33;Parenterale Applikation von 480 mg bis unter 640 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;480;640;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.34;Parenterale Applikation von 640 mg bis unter 800 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;640;800;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.35;Parenterale Applikation von 800 mg bis unter 960 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;800;960;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.36;Parenterale Applikation von 960 mg bis unter 1.120 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;960;1120;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.37;Parenterale Applikation von 1.120 mg bis unter 1.280 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1120;1280;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.38;Parenterale Applikation von 1.280 mg bis unter 1.440 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1280;1440;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.39;Parenterale Applikation von 1.440 mg bis unter 1.600 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1440;1600;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.3a;Parenterale Applikation von 1.600 mg bis unter 1.760 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1600;1760;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.3b;Parenterale Applikation von 1.760 mg bis unter 1.920 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1760;1920;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.3c;Parenterale Applikation von 1.920 mg bis unter 2.080 mg Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;1920;2080;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.3d;Parenterale Applikation von 2.080 mg und mehr Tocilizumab;;gleich 2012 bis 2015;;;;;tocilizumab;;;;;;;;;;;;;Tocilizumab;L04AC07;;;;;2080;;mg;milligram;;;;;;;;;;;;;;;;;;
6-005.4;Parenterale Applikation von Icatibant;;gleich 2010 bis 2020;;;Icatibant;eindeutig;icatibant;;;;;;;;;;;;;Icatibant;B06AC02;;;;;;;;;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Firazyr
6-005.5;Parenterale Applikation von Arsentrioxid;;gleich 2010 bis 2020;;;Arsentrioxid;eindeutig;asparaginase;;;;;;;;;;;;;Arsentrioxid;L01XX27;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.6;Parenterale Applikation von Denileukin Diftitox;;gleich 2010 bis 2020;;;Denileukin Diftitox;eindeutig;denileukin diftitox;;;;;;;;;;;;;Denileukindiftitox;L01XX29;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;nein, national (z.B. US);;?;;Ontak
6-005.7;Parenterale Applikation von Certolizumab;;gleich 2010 bis 2020;;;Certolizumab;eindeutig;certolizumab pegol;;;;;;;;;;;;;Certolizumab pegol;L04AB05;;;;;;;;;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Cimzia
6-005.8;Orale Applikation von Everolimus bei fortgeschrittenem Nierenzellkarzinom;;gleich 2011 bis 2020;;;Everolimus;eindeutig;everolimus;;;;;;;;;;;;;Everolimus;L01XE10;L04AA18;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-005.90;Parenterale Applikation von 100 Âµg bis unter 200 Âµg Romiplostim bei Patienten unter 15 Jahren;;gleich 2011 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;100;200;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.91;Parenterale Applikation von 200 Âµg bis unter 300 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;200;300;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.92;Parenterale Applikation von 300 Âµg bis unter 400 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;300;400;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.93;Parenterale Applikation von 400 Âµg bis unter 500 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;400;500;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.94;Parenterale Applikation von 500 Âµg bis unter 600 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;500;600;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.95;Parenterale Applikation von 600 Âµg bis unter 700 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;600;700;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.96;Parenterale Applikation von 700 Âµg bis unter 800 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;700;800;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.97;Parenterale Applikation von 800 Âµg bis unter 900 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;800;900;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.98;Parenterale Applikation von 900 Âµg bis unter 1.000 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;900;1000;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.99;Parenterale Applikation von 1.000 Âµg bis unter 1.200 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;1000;1200;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9a;Parenterale Applikation von 1.200 Âµg bis unter 1.400 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;1200;1400;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9b;Parenterale Applikation von 1.400 Âµg bis unter 1.600 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;1400;1600;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9c;Parenterale Applikation von 1.600 Âµg bis unter 1.800 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;1600;1800;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
